country,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019
Country_909,0.9103209225462686,598.941937063178,88.94164919423098,46.8314480914437,38.586816510276776,93.65289316205867,15.718509376932055,27.815269304028554,98.07122764355665,34.209667571645
Country_910,0.19286714931185645,558.2316138217694,98.23036262893068,45.3336982978337,65.18630028293056,23.834354342648055,23.749430804237225,0.5938378150846413,78.46626787290874,69.05317324414615
Country_911,0.8583524334638233,523.6281303756354,18.74555983412374,19.165017662168783,55.80505121079462,72.7781005230711,15.462444504354467,9.126201586640404,35.83913406014395,0.16194045564156268
Country_912,0.15762755084308822,543.2036246275204,65.35320089954729,6.603379637797269,55.641465885932476,1.0289773481660491,54.13937721377433,13.487454656413412,28.53834388092855,54.72284925680649
Country_913,0.4725168090876012,572.5231923552197,0.8587184932451031,21.198506438098676,22.49514639926492,3.429657990796331,76.5704849979346,3.4147116394700916,71.7057626018148,38.65466798582944
Country_914,0.5380301979355617,460.2940530841955,56.871067319631365,1.3427370694510332,93.90183889413022,27.212666458657118,0.6900729510257109,77.9846182598526,80.06586039086902,44.03891295402427
Country_915,0.1704598307031644,581.9456158708258,75.71568665178033,45.22500771058842,62.105517362707374,72.35708010388703,36.38828909008856,97.67839600626974,3.7901055055440946,76.59591423368117
Country_916,0.16925731161671131,587.6103378733478,23.189097342265296,27.346050615773056,96.51037292332758,36.508214551571086,28.72926704071522,91.42674999715054,9.42841241419713,19.33564576426674
Country_917,0.5353910447809979,518.7666177350832,34.94702746524288,27.284221252327228,97.20567089731111,69.01447431395447,58.72398265495159,16.228371158104494,69.59691223446946,8.95966760043172
Country_918,0.18820726485350814,571.5864102300519,22.61924973281859,20.512335064398535,34.2385080517451,26.26888765090757,82.15403070248041,22.947750147236977,13.820670996726648,76.92593213700285
Country_919,0.4691116690971997,453.7060640886009,73.59642798999893,8.303031527387644,53.10271074897375,37.21873589150777,49.678759919624085,82.13498032107876,95.73325698634056,82.53464949502883
Country_920,0.559549386948415,556.501955721508,93.17555521638755,49.09774790571676,49.09891877015258,91.08011333134611,28.159965875365224,7.081412621154692,71.91593773281238,66.19191035861182
Country_921,0.8615205298380734,422.124841680249,92.41322859634235,7.421027939408958,62.93586356105627,71.21139133492132,17.55291440897103,98.64052556888701,89.30605493274736,89.78855017114246
Country_922,0.7141321181735282,561.4632661712994,88.14138796062946,25.88645868727553,6.818592096565723,62.214726687371666,91.96941961150826,66.27661465316037,18.477748139244664,12.555675699566837
Country_923,0.11857320612795719,556.0556115071214,37.86638123806225,17.355749380945873,13.819660473606143,17.860744877966216,57.4400304535372,3.2222219987889655,66.11342896948503,39.908837457598366
Country_924,0.23666876182441698,466.94743505949197,31.260311788164742,18.64901430155751,17.54761095771794,72.529301806256,22.892296508761866,75.94508626947241,37.52098946789657,67.2262811557498
Country_925,0.40936503650492695,515.3016926132563,50.147491707480874,12.822721439900613,78.2565045569661,72.73298439681683,38.75562055757516,8.451211397695468,33.11358793065157,3.062349823554511
Country_926,0.5058307341779598,496.8792969620893,97.49341628361492,38.529340432863265,50.86013681358183,92.66508147451063,25.190721192995625,16.71433516090697,7.52893074415436,47.21010022337442
Country_927,0.8759456572450453,569.8775441390325,3.5466847376523503,29.84286877030341,68.14867042281948,73.73008372414048,23.37193670308235,67.9317255445316,11.643215302238053,28.153208682107266
Country_928,0.42353296766929516,453.5639024031519,72.90842737089211,27.004371868332715,58.214453554498,48.502144409503344,92.63306196793735,63.57196782957391,80.82584574592227,27.002235717726574
Country_929,0.6902619508813446,573.278664642094,84.40041937280702,19.96801664985724,65.84709041421837,18.273080219455785,44.4288430855174,99.27003020295601,76.5795529730413,34.58514206057048
Country_930,0.22535706038988845,541.565590579246,15.081664434880482,3.4790275087595193,65.38024019576852,18.155029081186125,7.65842391861391,76.25904999239076,35.82233706294474,76.46238879627771
Country_931,0.4214223299073401,529.1691975260286,12.100146646631982,28.79307503743255,81.3373165184755,95.89906727543654,67.04380002802692,5.587044844729716,30.146229211987563,26.336371774835932
Country_932,0.40262770957361604,520.6257458446207,82.59411491705322,23.887943569171156,42.59777845055404,74.14908887214754,63.22583232394637,83.1817530936655,37.40649842374499,95.0006771600443
Country_933,0.043376518973883726,536.3985418375624,50.60830068763062,9.797471054166905,39.50607322357938,45.61601057871781,71.55355168488565,60.27997814530713,77.26237114490841,34.022291208076126
Country_934,0.4982454877310881,413.6258397144046,88.36885062616857,49.400786175815206,50.93292631852587,49.114973870069754,66.168604879675,87.32590924355007,55.44986531552011,32.69883994801389
Country_935,0.907763343959192,553.4447833076507,31.819603375186233,6.66026036344321,78.18415429016163,90.65842930300306,56.08316575053974,7.945533494820367,19.60302250724214,23.647735796265778
Country_936,0.1350941160093846,418.80875913565205,45.417492479545075,22.28916037546783,11.959259837010293,71.96299591667625,30.047743666157945,51.913444128896614,30.971456617905645,4.069352247126757
Country_937,0.4244542983954668,433.83494174010735,82.38087915325733,19.846964243799935,20.76068687714824,89.43100179409663,47.32148138922285,63.12948873983072,52.551414920506254,11.297659356388923
Country_938,0.923480483076947,515.8237322813702,83.01840392005869,25.553425164324224,9.084339347067338,61.416255757543084,62.739560979168964,36.37530541069335,80.8839334967906,82.87742433954969
Country_939,0.21291484117957216,507.8729249287261,74.51910756933967,31.788135335401435,55.767444485763804,41.94916318057731,57.776515031426,33.428440708455135,50.179568144360964,20.633143118178097
Country_940,0.33074032821515076,556.1531867583311,64.50381506229479,34.24555413743429,52.92176371551726,12.092039704034486,57.0226893679187,13.701674054957113,84.23993759530374,75.89563650495114
Country_941,0.24571656712366807,483.9968890706209,80.96966449190047,42.89020930444236,48.40512162521783,26.986751360602966,21.017530002520544,75.63698029403712,12.078898022184937,50.90831126375912
Country_942,0.43239169714020875,548.1575086312882,2.140198059607279,11.46217378294958,81.62906728882452,65.9754546966265,71.12069126088902,19.530812516969853,67.3176429176966,45.74902782714828
Country_943,0.7745942152956632,534.589595058723,25.328776024204615,4.148195237732471,21.352500613998192,62.88701041444186,75.10265763365796,77.34502410400269,1.900380770181942,49.29501386154113
Country_944,0.24264404457201172,498.25196331478264,61.092099137349784,30.63712811616192,2.7577760397564988,34.6969094974518,63.7309173490075,77.17819152127247,35.152735119090885,95.53311071713662
Country_945,0.8194621747674167,533.1621777933545,97.3220114905697,20.37963496788831,22.86843708562789,45.656728891269715,89.2003974377487,60.98821781422321,47.24182836370071,75.97758817064286
Country_946,0.07317915933404195,557.7355432891969,78.16706703801498,9.758704315825216,8.014405254106805,69.71686721392012,78.7446744116413,3.5861192819614196,71.26477855428975,21.52004047085836
Country_947,0.9515929536511095,487.1402100149852,25.297207391614307,37.28125238810584,71.70753904642977,87.89335169794357,72.58735048305408,0.06423858607028654,56.387842332489114,56.79520341069444
Country_948,0.09358575721846585,586.7270174455277,86.81077783139979,41.29767854063609,42.90494829717472,97.60299692113414,19.481189337419348,61.260377002248724,87.87366134136833,39.74468711929766
Country_949,0.28332341856290033,465.62508613955174,74.73611994015748,37.56127359214993,52.39381863826058,14.900888900044663,64.40379770734123,6.9125126772422885,19.508162067030142,7.67467284826423
Country_950,0.28774291249360695,546.218078177718,86.75812829935325,49.42367912564995,20.441926059912053,66.29459258646155,95.79851619800456,3.819886991655186,0.8310150000559791,23.447552642137225
Country_951,0.7305803621897817,538.4745033095318,58.657398839429234,8.211727028010113,23.513646180526727,18.4496822827951,5.033937768895413,34.73780039894033,22.484237375560745,41.157810895979296
Country_952,0.49909537554458905,515.1729890296185,84.0295286211293,12.127475682381444,99.47834153767559,41.16812008379386,52.22770699738209,8.665676760107976,41.68583818421928,66.1218539703649
Country_953,0.418563479832333,514.675929950545,78.83133237304759,10.191584624642896,39.459079644645826,36.69429448004021,9.69306356689783,28.478956859545036,30.370666541736924,5.903936373485319
Country_954,0.3497758554533149,450.6069129345311,11.571364786321913,17.70585059828177,67.06782986686078,77.9183093579723,71.37136266197054,76.00081353833511,19.762069011075134,19.64930377896852
Country_955,0.02801191281212445,588.1998185982147,41.53348853963759,48.892062805164855,79.21961838081494,14.460178962975379,11.512195224536859,44.06827224183944,87.24179025763512,70.34365193689031
Country_956,0.7413920289418019,440.2484923513655,52.40505247750163,31.52959546876895,53.12370997200391,19.774623899674214,79.39342466591745,72.57407770467495,63.57200430782145,20.057321779170746
Country_957,0.9746376364725663,423.0717979706251,26.05860845467901,0.8774648954383402,24.85454102794146,98.7541359099962,61.03591183272987,72.10343168094789,24.235038457441448,21.510521211007607
Country_958,0.9738925216717103,472.9937873625114,69.5455748520622,13.866482098016714,4.865636179178178,73.6635965559204,30.909461106996638,72.93503887421154,41.72990506787916,34.70147809684738
Country_959,0.3522814878897679,423.25544489336863,83.46546273300812,22.557790782307112,48.33237258843216,23.93710184289436,63.55461987072195,73.22312937450958,67.05747377890874,86.59277441678755
Country_960,0.9711585272052039,508.31777856428596,19.21920524929519,31.04456496996167,38.83271712039401,28.59005950991802,97.99895616757235,45.14205422450994,8.858810773297055,76.13936662026931
Country_961,0.5746954218411247,418.65843627743413,18.692693541130577,33.1433722170708,46.18233007562408,28.84040114699212,48.80760962646674,41.411595296036694,84.56498358326654,89.02565363690809
Country_962,0.6753454572072315,541.4937299059559,67.0534239117197,46.06877472334335,22.421446579763803,10.745590877657696,10.738407726458444,79.49714533436311,28.151031873579,52.160541742337806
Country_963,0.9127795407234157,481.8507447289083,73.20911882447332,2.1232271279396695,89.27210455036942,33.09666328128623,80.26771273324526,39.862687706604675,57.21201716999693,51.596978067683665
Country_964,0.33522628751300976,502.65158768986396,41.36694120341532,11.960998326907502,92.36538403402584,52.88063845338953,28.3012883971383,19.205383109848263,36.39913040887459,57.839560064037045
Country_965,0.8524891462188056,442.611573179728,58.69834568895313,42.1610897269109,94.83767755386098,60.09082203033075,3.6609001524704032,8.591812294489998,20.391686599758142,49.79073419748398
Country_966,0.13755966483899973,492.7505092278886,32.57181071752673,24.382982377471595,78.78490654710963,15.466806923327114,40.96549373007091,17.01983197620186,10.998969153704131,96.42878936372709
Country_967,0.38430411043618695,581.4474575369907,16.70448664824885,24.191698700643506,32.43534429742052,7.60644066780829,9.023717482567683,82.03328340454732,13.031941638349398,21.49640350612938
Country_968,0.8013333576230319,520.2518599175565,87.02001255261058,38.56253304882479,88.05380675018479,83.7025476060468,85.30556203589171,15.720837701061496,18.390239404279306,96.28944384442046
Country_969,0.754052524775717,408.4696226714192,25.614105608369243,22.50913624198375,65.45644336225722,94.39021866116431,26.43598467242295,65.80031105454802,80.9449023322653,41.06206364913749
Country_970,0.2909523097142155,591.5205699031163,86.09888520284164,21.99321499352742,3.8129645392678158,31.082249605780078,82.11786976212959,39.284408286264814,72.75150901949014,78.84125217251304
Country_971,0.7003838141306452,467.77020695770466,95.74838011056836,39.182773903354864,75.77418756904264,1.9159877032471462,8.018783995683465,99.0207842332101,6.025795705142012,32.35379155336568
Country_972,0.9666533627923884,428.1139109300984,81.61526911684419,2.1379064975741047,47.2671068546264,71.7940149445038,66.36612410092611,27.119541995585283,29.08947355971191,8.96255563307925
Country_973,0.2777511300606097,569.7741507781695,59.07778040294214,14.311120990312237,2.3428647628871535,39.63789183728773,5.453042334491743,40.52460225968789,50.24521370354391,16.375010030962432
Country_974,0.7712860928537284,414.26400565035857,28.46132402364794,29.930038440654222,36.170524827471716,16.247406461233528,19.029496778767196,52.43543231163721,7.525325640071367,26.705213836635743
Country_975,0.5188226855723527,549.5567626058639,19.221723413597967,43.27761414668444,31.399827777918688,37.297109703158505,15.770571330248728,59.614293898240035,59.13199699271276,42.0902451324458
Country_976,0.07568561967735099,463.73495304972175,78.70502485218998,18.873746703725146,53.1483792959053,27.659134926676586,73.31987738390204,25.79964940138083,34.145824000284094,32.959649939054195
Country_977,0.30478696595380217,469.3986335028961,58.12310041578185,2.895563934711215,58.44193683236999,36.38388035454769,99.12296945887968,30.512699423358846,81.76414929005561,78.9331087082727
Country_978,0.9096931361273861,583.5265116783501,54.68446531920985,39.79704376387151,16.742377345777015,63.113947201815535,75.13762056305696,86.25607441769702,36.813725324369294,95.57030883583106
Country_979,0.5131605703808616,509.3069203576403,6.196347660416013,5.557542579070951,76.30338450632799,16.904508432610143,67.05296627225977,63.53169459337097,7.817732617487783,75.22998782162891
Country_980,0.2844711768545719,548.6232602496763,99.66719607782572,33.805644583494875,77.36265910559327,14.030973748860177,51.8274867718904,57.9326216452755,67.35349567222683,83.3140415283946
Country_981,0.42122428327239414,560.4810699682687,84.45654828628197,19.832987572405962,51.09816060548069,0.12516928975131458,20.35906904065483,97.61847735948903,9.018220844353964,77.33329785679857
